manual,source_file,source_title,source_token,source_slug,source_doc_url,source_block_url,block_id,json_path,source_type,link_text,target_token,target_url,anchor,candidate_rank,candidate_score,candidate_title,candidate_slug,candidate_doc_token,candidate_doc_link,candidate_record_id,candidate_table_name,recommended_action
guides,Ghq9wEiOOivgeIkmj2HcHC9onXe.json,Detailed Plan Comparison,Ghq9wEiOOivgeIkmj2HcHC9onXe,select-zilliz-cloud-service-plans,https://zilliverse.feishu.cn/wiki/Ghq9wEiOOivgeIkmj2HcHC9onXe,https://zilliverse.feishu.cn/wiki/Ghq9wEiOOivgeIkmj2HcHC9onXe#TBS2dvnE4oOBYxxPHPPchu6anCh,TBS2dvnE4oOBYxxPHPPchu6anCh,$.blocks.items[83].text.elements[1].text_run.text_element_style.link,href_link,scheduled,ExUFwDY1siCa2Bkp4incCvxFnlh,https://zilliverse.feishu.cn/wiki/ExUFwDY1siCa2Bkp4incCvxFnlh#Hu1rdgXegoZp4pxhTZlc6KXVnQf,Hu1rdgXegoZp4pxhTZlc6KXVnQf,1,86,Query,get-and-scalar-query,R7F7wY8pCiJ5Q4kbntxcMsE6nLf,https://zilliverse.feishu.cn/wiki/R7F7wY8pCiJ5Q4kbntxcMsE6nLf,recvlPpiienCU8,Development,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/R7F7wY8pCiJ5Q4kbntxcMsE6nLf and verify whether the old anchor should be recreated on the target.
guides,Ghq9wEiOOivgeIkmj2HcHC9onXe.json,Detailed Plan Comparison,Ghq9wEiOOivgeIkmj2HcHC9onXe,select-zilliz-cloud-service-plans,https://zilliverse.feishu.cn/wiki/Ghq9wEiOOivgeIkmj2HcHC9onXe,https://zilliverse.feishu.cn/wiki/Ghq9wEiOOivgeIkmj2HcHC9onXe#TBS2dvnE4oOBYxxPHPPchu6anCh,TBS2dvnE4oOBYxxPHPPchu6anCh,$.blocks.items[83].text.elements[1].text_run.text_element_style.link,href_link,scheduled,ExUFwDY1siCa2Bkp4incCvxFnlh,https://zilliverse.feishu.cn/wiki/ExUFwDY1siCa2Bkp4incCvxFnlh#Hu1rdgXegoZp4pxhTZlc6KXVnQf,Hu1rdgXegoZp4pxhTZlc6KXVnQf,2,86,Scheduled Scaling,scheduled-scaling,ZACVwXqTbiCqR3kS9YAccuaQnId,https://zilliverse.feishu.cn/wiki/ZACVwXqTbiCqR3kS9YAccuaQnId,recvnkLSNztKb7,Management,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/R7F7wY8pCiJ5Q4kbntxcMsE6nLf and verify whether the old anchor should be recreated on the target.
guides,Ghq9wEiOOivgeIkmj2HcHC9onXe.json,Detailed Plan Comparison,Ghq9wEiOOivgeIkmj2HcHC9onXe,select-zilliz-cloud-service-plans,https://zilliverse.feishu.cn/wiki/Ghq9wEiOOivgeIkmj2HcHC9onXe,https://zilliverse.feishu.cn/wiki/Ghq9wEiOOivgeIkmj2HcHC9onXe#TBS2dvnE4oOBYxxPHPPchu6anCh,TBS2dvnE4oOBYxxPHPPchu6anCh,$.blocks.items[83].text.elements[3].text_run.text_element_style.link,href_link,dynamic,ExUFwDY1siCa2Bkp4incCvxFnlh,https://zilliverse.feishu.cn/wiki/ExUFwDY1siCa2Bkp4incCvxFnlh#S4SudnWW4ohMP5xHtrKcVG7HnRc,S4SudnWW4ohMP5xHtrKcVG7HnRc,1,86,Query,get-and-scalar-query,R7F7wY8pCiJ5Q4kbntxcMsE6nLf,https://zilliverse.feishu.cn/wiki/R7F7wY8pCiJ5Q4kbntxcMsE6nLf,recvlPpiienCU8,Development,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/R7F7wY8pCiJ5Q4kbntxcMsE6nLf and verify whether the old anchor should be recreated on the target.
guides,Ghq9wEiOOivgeIkmj2HcHC9onXe.json,Detailed Plan Comparison,Ghq9wEiOOivgeIkmj2HcHC9onXe,select-zilliz-cloud-service-plans,https://zilliverse.feishu.cn/wiki/Ghq9wEiOOivgeIkmj2HcHC9onXe,https://zilliverse.feishu.cn/wiki/Ghq9wEiOOivgeIkmj2HcHC9onXe#TBS2dvnE4oOBYxxPHPPchu6anCh,TBS2dvnE4oOBYxxPHPPchu6anCh,$.blocks.items[83].text.elements[3].text_run.text_element_style.link,href_link,dynamic,ExUFwDY1siCa2Bkp4incCvxFnlh,https://zilliverse.feishu.cn/wiki/ExUFwDY1siCa2Bkp4incCvxFnlh#S4SudnWW4ohMP5xHtrKcVG7HnRc,S4SudnWW4ohMP5xHtrKcVG7HnRc,2,86,Dynamic Field,enable-dynamic-field,OVxRwZWxNi4pYrkdKxCcOuY2nf1,https://zilliverse.feishu.cn/wiki/OVxRwZWxNi4pYrkdKxCcOuY2nf1,recvlPtyb6yLAl,Development,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/R7F7wY8pCiJ5Q4kbntxcMsE6nLf and verify whether the old anchor should be recreated on the target.
guides,Ghq9wEiOOivgeIkmj2HcHC9onXe.json,Detailed Plan Comparison,Ghq9wEiOOivgeIkmj2HcHC9onXe,select-zilliz-cloud-service-plans,https://zilliverse.feishu.cn/wiki/Ghq9wEiOOivgeIkmj2HcHC9onXe,https://zilliverse.feishu.cn/wiki/Ghq9wEiOOivgeIkmj2HcHC9onXe#M7aTdexNfowV5ExaUj8cd88Fn7g,M7aTdexNfowV5ExaUj8cd88Fn7g,$.blocks.items[91].text.elements[0].text_run.text_element_style.link,href_link,Replica,W8Mhwa4faiQqtRkH4t9cdexCnlf,https://zilliverse.feishu.cn/wiki/W8Mhwa4faiQqtRkH4t9cdexCnlf,,,,,,,,,,"Choose a canonical Base-listed replacement, then update the Feishu source manually."
guides,H8MVwnjdgihp0hkRHHKcjBe9n5e.json,Analyzer Overview,H8MVwnjdgihp0hkRHHKcjBe9n5e,analyzer-overview,https://zilliverse.feishu.cn/wiki/H8MVwnjdgihp0hkRHHKcjBe9n5e,https://zilliverse.feishu.cn/wiki/H8MVwnjdgihp0hkRHHKcjBe9n5e#doxcn2UHUbwKUQBwyecvY16HUSf,doxcn2UHUbwKUQBwyecvY16HUSf,$.blocks.items[78].bullet.elements[2].text_run.text_element_style.link,href_link,Pinyin,EhXXwmJzBi8pg9kJcC4ccm9OnDe,https://zilliverse.feishu.cn/wiki/EhXXwmJzBi8pg9kJcC4ccm9OnDe,,,,,,,,,,"Choose a canonical Base-listed replacement, then update the Feishu source manually."
guides,HDmKwGeGLi2P67kGdNXcigXDn3e.json,Schedule Automatic Backups,HDmKwGeGLi2P67kGdNXcigXDn3e,schedule-automatic-backups,https://zilliverse.feishu.cn/wiki/HDmKwGeGLi2P67kGdNXcigXDn3e,https://zilliverse.feishu.cn/wiki/HDmKwGeGLi2P67kGdNXcigXDn3e#JHBrdE0kVoZ6EzxRbo9cQi9Snvb,JHBrdE0kVoZ6EzxRbo9cQi9Snvb,$.blocks.items[3].text.elements[1].text_run.text_element_style.link,href_link,charges,Uj3wwkysGiBhfqk8jsMckyiTnBb,https://zilliverse.feishu.cn/wiki/Uj3wwkysGiBhfqk8jsMckyiTnBb,,,,,,,,,,"Choose a canonical Base-listed replacement, then update the Feishu source manually."
guides,HDmKwGeGLi2P67kGdNXcigXDn3e.json,Schedule Automatic Backups,HDmKwGeGLi2P67kGdNXcigXDn3e,schedule-automatic-backups,https://zilliverse.feishu.cn/wiki/HDmKwGeGLi2P67kGdNXcigXDn3e,https://zilliverse.feishu.cn/wiki/HDmKwGeGLi2P67kGdNXcigXDn3e#M2B0d5MrBooLpDxRmT2cgTXzn8e,M2B0d5MrBooLpDxRmT2cgTXzn8e,$.blocks.items[35].bullet.elements[2].mention_doc,mention_doc,Cron Expression,UwfQwgneji2a7tkPa1rcQ7Rhnwc,https://zilliverse.feishu.cn/wiki/UwfQwgneji2a7tkPa1rcQ7Rhnwc,,1,100,Understand Cron Expressions,cron-expression,QUe4wFnNvifiufkXD9xcs0AAnSc,https://zilliverse.feishu.cn/wiki/QUe4wFnNvifiufkXD9xcs0AAnSc,recvnkM3VTdkVH,Management,"Replace the mention_doc with a new Feishu document mention for ""Understand Cron Expressions"" (https://zilliverse.feishu.cn/wiki/QUe4wFnNvifiufkXD9xcs0AAnSc)."
guides,HHXewT7wTiM1zqkySjHcMNX5n9b.json,Create Backup,HHXewT7wTiM1zqkySjHcMNX5n9b,create-backup,https://zilliverse.feishu.cn/wiki/HHXewT7wTiM1zqkySjHcMNX5n9b,https://zilliverse.feishu.cn/wiki/HHXewT7wTiM1zqkySjHcMNX5n9b#BYftdAuThojmxOxjlobctXp0n8g,BYftdAuThojmxOxjlobctXp0n8g,$.blocks.items[3].text.elements[1].text_run.text_element_style.link,href_link,charges,Uj3wwkysGiBhfqk8jsMckyiTnBb,https://zilliverse.feishu.cn/wiki/Uj3wwkysGiBhfqk8jsMckyiTnBb,,,,,,,,,,"Choose a canonical Base-listed replacement, then update the Feishu source manually."
guides,J2prwh2KLis9oqkqNIAcU1d6nsd.json,Dedicated Cluster Cost,J2prwh2KLis9oqkqNIAcU1d6nsd,dedicated-cluster-cost,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd#TAF2dvhsOozCiVxTlPoc44LKnpd,TAF2dvhsOozCiVxTlPoc44LKnpd,$.blocks.items[21].text.elements[1].text_run.text_element_style.link,href_link,scaling,YlCuwjS4wikG71k3NGVcMlBWnnv,https://zilliverse.feishu.cn/wiki/YlCuwjS4wikG71k3NGVcMlBWnnv,,1,86,Auto-scaling,auto-scaling,I5qmw4fxDiBxBQksrNwcLHQpnTc,https://zilliverse.feishu.cn/wiki/I5qmw4fxDiBxBQksrNwcLHQpnTc?from=from_copylink,recvnkLOI9f0wz,Management,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/I5qmw4fxDiBxBQksrNwcLHQpnTc?from=from_copylink.
guides,J2prwh2KLis9oqkqNIAcU1d6nsd.json,Dedicated Cluster Cost,J2prwh2KLis9oqkqNIAcU1d6nsd,dedicated-cluster-cost,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd#TAF2dvhsOozCiVxTlPoc44LKnpd,TAF2dvhsOozCiVxTlPoc44LKnpd,$.blocks.items[21].text.elements[1].text_run.text_element_style.link,href_link,scaling,YlCuwjS4wikG71k3NGVcMlBWnnv,https://zilliverse.feishu.cn/wiki/YlCuwjS4wikG71k3NGVcMlBWnnv,,2,86,Canary Upgrade Approach for Scaling,canary-upgrade,JzapwWCp7iRPDhky5qWczpTonZf,https://zilliverse.feishu.cn/wiki/JzapwWCp7iRPDhky5qWczpTonZf,recvnkMjrnQhLx,Management,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/I5qmw4fxDiBxBQksrNwcLHQpnTc?from=from_copylink.
guides,J2prwh2KLis9oqkqNIAcU1d6nsd.json,Dedicated Cluster Cost,J2prwh2KLis9oqkqNIAcU1d6nsd,dedicated-cluster-cost,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd#TAF2dvhsOozCiVxTlPoc44LKnpd,TAF2dvhsOozCiVxTlPoc44LKnpd,$.blocks.items[21].text.elements[1].text_run.text_element_style.link,href_link,scaling,YlCuwjS4wikG71k3NGVcMlBWnnv,https://zilliverse.feishu.cn/wiki/YlCuwjS4wikG71k3NGVcMlBWnnv,,3,86,Manual Scaling,manual-scaling,ByBTwOfgIie7e2k090Mc1EPknSf,https://zilliverse.feishu.cn/wiki/ByBTwOfgIie7e2k090Mc1EPknSf,recvnkLHmY6gSp,Management,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/I5qmw4fxDiBxBQksrNwcLHQpnTc?from=from_copylink.
guides,J2prwh2KLis9oqkqNIAcU1d6nsd.json,Dedicated Cluster Cost,J2prwh2KLis9oqkqNIAcU1d6nsd,dedicated-cluster-cost,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd#TAF2dvhsOozCiVxTlPoc44LKnpd,TAF2dvhsOozCiVxTlPoc44LKnpd,$.blocks.items[21].text.elements[1].text_run.text_element_style.link,href_link,scaling,YlCuwjS4wikG71k3NGVcMlBWnnv,https://zilliverse.feishu.cn/wiki/YlCuwjS4wikG71k3NGVcMlBWnnv,,4,86,Plan Cluster Scaling,plan-cluster-scaling,GOCJwJktXizGTXkRfCEc9GGLnsb,https://zilliverse.feishu.cn/wiki/GOCJwJktXizGTXkRfCEc9GGLnsb,recvnkLuMYIWeN,Management,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/I5qmw4fxDiBxBQksrNwcLHQpnTc?from=from_copylink.
guides,J2prwh2KLis9oqkqNIAcU1d6nsd.json,Dedicated Cluster Cost,J2prwh2KLis9oqkqNIAcU1d6nsd,dedicated-cluster-cost,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd#TAF2dvhsOozCiVxTlPoc44LKnpd,TAF2dvhsOozCiVxTlPoc44LKnpd,$.blocks.items[21].text.elements[1].text_run.text_element_style.link,href_link,scaling,YlCuwjS4wikG71k3NGVcMlBWnnv,https://zilliverse.feishu.cn/wiki/YlCuwjS4wikG71k3NGVcMlBWnnv,,5,86,Scheduled Scaling,scheduled-scaling,ZACVwXqTbiCqR3kS9YAccuaQnId,https://zilliverse.feishu.cn/wiki/ZACVwXqTbiCqR3kS9YAccuaQnId,recvnkLSNztKb7,Management,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/I5qmw4fxDiBxBQksrNwcLHQpnTc?from=from_copylink.
guides,J2prwh2KLis9oqkqNIAcU1d6nsd.json,Dedicated Cluster Cost,J2prwh2KLis9oqkqNIAcU1d6nsd,dedicated-cluster-cost,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd#TAF2dvhsOozCiVxTlPoc44LKnpd,TAF2dvhsOozCiVxTlPoc44LKnpd,$.blocks.items[21].text.elements[1].text_run.text_element_style.link,href_link,scaling,YlCuwjS4wikG71k3NGVcMlBWnnv,https://zilliverse.feishu.cn/wiki/YlCuwjS4wikG71k3NGVcMlBWnnv,,6,55,Scale Global Cluster,scale-global-cluster,G6xpwyghRitwbqkwl86cpb3Gn2g,https://zilliverse.feishu.cn/wiki/G6xpwyghRitwbqkwl86cpb3Gn2g,recvlVUc5CZukz,Management,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/I5qmw4fxDiBxBQksrNwcLHQpnTc?from=from_copylink.
guides,J2prwh2KLis9oqkqNIAcU1d6nsd.json,Dedicated Cluster Cost,J2prwh2KLis9oqkqNIAcU1d6nsd,dedicated-cluster-cost,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd#TAF2dvhsOozCiVxTlPoc44LKnpd,TAF2dvhsOozCiVxTlPoc44LKnpd,$.blocks.items[21].text.elements[1].text_run.text_element_style.link,href_link,scaling,YlCuwjS4wikG71k3NGVcMlBWnnv,https://zilliverse.feishu.cn/wiki/YlCuwjS4wikG71k3NGVcMlBWnnv,,7,50,Create Cluster,create-cluster,KrbjwFhy3iojF3k97XmcvvXMnW7,https://zilliverse.feishu.cn/wiki/KrbjwFhy3iojF3k97XmcvvXMnW7,recvlVUzSLcB1y,Management,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/I5qmw4fxDiBxBQksrNwcLHQpnTc?from=from_copylink.
guides,J2prwh2KLis9oqkqNIAcU1d6nsd.json,Dedicated Cluster Cost,J2prwh2KLis9oqkqNIAcU1d6nsd,dedicated-cluster-cost,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd#TAF2dvhsOozCiVxTlPoc44LKnpd,TAF2dvhsOozCiVxTlPoc44LKnpd,$.blocks.items[21].text.elements[1].text_run.text_element_style.link,href_link,scaling,YlCuwjS4wikG71k3NGVcMlBWnnv,https://zilliverse.feishu.cn/wiki/YlCuwjS4wikG71k3NGVcMlBWnnv,,8,50,Manage Cluster,manage-cluster,PharwAysCiBzvgkuqqecmNzunQf,https://zilliverse.feishu.cn/wiki/PharwAysCiBzvgkuqqecmNzunQf,recvlVUEVTk9b3,Management,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/I5qmw4fxDiBxBQksrNwcLHQpnTc?from=from_copylink.
guides,J2prwh2KLis9oqkqNIAcU1d6nsd.json,Dedicated Cluster Cost,J2prwh2KLis9oqkqNIAcU1d6nsd,dedicated-cluster-cost,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd#WfZWduK0AomLF9xf2xNcW9pxnUe,WfZWduK0AomLF9xf2xNcW9pxnUe,$.blocks.items[49].text.elements[1].text_run.text_element_style.link,href_link,scaling,YlCuwjS4wikG71k3NGVcMlBWnnv,https://zilliverse.feishu.cn/wiki/YlCuwjS4wikG71k3NGVcMlBWnnv,,1,86,Auto-scaling,auto-scaling,I5qmw4fxDiBxBQksrNwcLHQpnTc,https://zilliverse.feishu.cn/wiki/I5qmw4fxDiBxBQksrNwcLHQpnTc?from=from_copylink,recvnkLOI9f0wz,Management,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/I5qmw4fxDiBxBQksrNwcLHQpnTc?from=from_copylink.
guides,J2prwh2KLis9oqkqNIAcU1d6nsd.json,Dedicated Cluster Cost,J2prwh2KLis9oqkqNIAcU1d6nsd,dedicated-cluster-cost,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd#WfZWduK0AomLF9xf2xNcW9pxnUe,WfZWduK0AomLF9xf2xNcW9pxnUe,$.blocks.items[49].text.elements[1].text_run.text_element_style.link,href_link,scaling,YlCuwjS4wikG71k3NGVcMlBWnnv,https://zilliverse.feishu.cn/wiki/YlCuwjS4wikG71k3NGVcMlBWnnv,,2,86,Canary Upgrade Approach for Scaling,canary-upgrade,JzapwWCp7iRPDhky5qWczpTonZf,https://zilliverse.feishu.cn/wiki/JzapwWCp7iRPDhky5qWczpTonZf,recvnkMjrnQhLx,Management,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/I5qmw4fxDiBxBQksrNwcLHQpnTc?from=from_copylink.
guides,J2prwh2KLis9oqkqNIAcU1d6nsd.json,Dedicated Cluster Cost,J2prwh2KLis9oqkqNIAcU1d6nsd,dedicated-cluster-cost,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd#WfZWduK0AomLF9xf2xNcW9pxnUe,WfZWduK0AomLF9xf2xNcW9pxnUe,$.blocks.items[49].text.elements[1].text_run.text_element_style.link,href_link,scaling,YlCuwjS4wikG71k3NGVcMlBWnnv,https://zilliverse.feishu.cn/wiki/YlCuwjS4wikG71k3NGVcMlBWnnv,,3,86,Manual Scaling,manual-scaling,ByBTwOfgIie7e2k090Mc1EPknSf,https://zilliverse.feishu.cn/wiki/ByBTwOfgIie7e2k090Mc1EPknSf,recvnkLHmY6gSp,Management,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/I5qmw4fxDiBxBQksrNwcLHQpnTc?from=from_copylink.
guides,J2prwh2KLis9oqkqNIAcU1d6nsd.json,Dedicated Cluster Cost,J2prwh2KLis9oqkqNIAcU1d6nsd,dedicated-cluster-cost,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd#WfZWduK0AomLF9xf2xNcW9pxnUe,WfZWduK0AomLF9xf2xNcW9pxnUe,$.blocks.items[49].text.elements[1].text_run.text_element_style.link,href_link,scaling,YlCuwjS4wikG71k3NGVcMlBWnnv,https://zilliverse.feishu.cn/wiki/YlCuwjS4wikG71k3NGVcMlBWnnv,,4,86,Plan Cluster Scaling,plan-cluster-scaling,GOCJwJktXizGTXkRfCEc9GGLnsb,https://zilliverse.feishu.cn/wiki/GOCJwJktXizGTXkRfCEc9GGLnsb,recvnkLuMYIWeN,Management,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/I5qmw4fxDiBxBQksrNwcLHQpnTc?from=from_copylink.
guides,J2prwh2KLis9oqkqNIAcU1d6nsd.json,Dedicated Cluster Cost,J2prwh2KLis9oqkqNIAcU1d6nsd,dedicated-cluster-cost,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd#WfZWduK0AomLF9xf2xNcW9pxnUe,WfZWduK0AomLF9xf2xNcW9pxnUe,$.blocks.items[49].text.elements[1].text_run.text_element_style.link,href_link,scaling,YlCuwjS4wikG71k3NGVcMlBWnnv,https://zilliverse.feishu.cn/wiki/YlCuwjS4wikG71k3NGVcMlBWnnv,,5,86,Scheduled Scaling,scheduled-scaling,ZACVwXqTbiCqR3kS9YAccuaQnId,https://zilliverse.feishu.cn/wiki/ZACVwXqTbiCqR3kS9YAccuaQnId,recvnkLSNztKb7,Management,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/I5qmw4fxDiBxBQksrNwcLHQpnTc?from=from_copylink.
guides,J2prwh2KLis9oqkqNIAcU1d6nsd.json,Dedicated Cluster Cost,J2prwh2KLis9oqkqNIAcU1d6nsd,dedicated-cluster-cost,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd#WfZWduK0AomLF9xf2xNcW9pxnUe,WfZWduK0AomLF9xf2xNcW9pxnUe,$.blocks.items[49].text.elements[1].text_run.text_element_style.link,href_link,scaling,YlCuwjS4wikG71k3NGVcMlBWnnv,https://zilliverse.feishu.cn/wiki/YlCuwjS4wikG71k3NGVcMlBWnnv,,6,55,Scale Global Cluster,scale-global-cluster,G6xpwyghRitwbqkwl86cpb3Gn2g,https://zilliverse.feishu.cn/wiki/G6xpwyghRitwbqkwl86cpb3Gn2g,recvlVUc5CZukz,Management,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/I5qmw4fxDiBxBQksrNwcLHQpnTc?from=from_copylink.
guides,J2prwh2KLis9oqkqNIAcU1d6nsd.json,Dedicated Cluster Cost,J2prwh2KLis9oqkqNIAcU1d6nsd,dedicated-cluster-cost,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd#WfZWduK0AomLF9xf2xNcW9pxnUe,WfZWduK0AomLF9xf2xNcW9pxnUe,$.blocks.items[49].text.elements[1].text_run.text_element_style.link,href_link,scaling,YlCuwjS4wikG71k3NGVcMlBWnnv,https://zilliverse.feishu.cn/wiki/YlCuwjS4wikG71k3NGVcMlBWnnv,,7,50,Create Cluster,create-cluster,KrbjwFhy3iojF3k97XmcvvXMnW7,https://zilliverse.feishu.cn/wiki/KrbjwFhy3iojF3k97XmcvvXMnW7,recvlVUzSLcB1y,Management,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/I5qmw4fxDiBxBQksrNwcLHQpnTc?from=from_copylink.
guides,J2prwh2KLis9oqkqNIAcU1d6nsd.json,Dedicated Cluster Cost,J2prwh2KLis9oqkqNIAcU1d6nsd,dedicated-cluster-cost,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd,https://zilliverse.feishu.cn/wiki/J2prwh2KLis9oqkqNIAcU1d6nsd#WfZWduK0AomLF9xf2xNcW9pxnUe,WfZWduK0AomLF9xf2xNcW9pxnUe,$.blocks.items[49].text.elements[1].text_run.text_element_style.link,href_link,scaling,YlCuwjS4wikG71k3NGVcMlBWnnv,https://zilliverse.feishu.cn/wiki/YlCuwjS4wikG71k3NGVcMlBWnnv,,8,50,Manage Cluster,manage-cluster,PharwAysCiBzvgkuqqecmNzunQf,https://zilliverse.feishu.cn/wiki/PharwAysCiBzvgkuqqecmNzunQf,recvlVUEVTk9b3,Management,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/I5qmw4fxDiBxBQksrNwcLHQpnTc?from=from_copylink.
guides,JNWZwEqkwiDmeSkVPBlc4hnanEe.json,August 2025 Release Notes,JNWZwEqkwiDmeSkVPBlc4hnanEe,release-notes-2508,https://zilliverse.feishu.cn/wiki/JNWZwEqkwiDmeSkVPBlc4hnanEe,https://zilliverse.feishu.cn/wiki/JNWZwEqkwiDmeSkVPBlc4hnanEe#AZAadVBhsoUDeyxc5RhcEZ8cnHf,AZAadVBhsoUDeyxc5RhcEZ8cnHf,$.blocks.items[16].bullet.elements[1].text_run.text_element_style.link,href_link,Pricing Guide,PuQOwUaY5irgTrk0V10cNdHUned,https://zilliverse.feishu.cn/wiki/PuQOwUaY5irgTrk0V10cNdHUned,,1,86,Pricing,zilliz-pricing-prompts,PEYWwW3FoiZ08jkOCQDcZCCrnQe,https://zilliverse.feishu.cn/wiki/PEYWwW3FoiZ08jkOCQDcZCCrnQe,recvlW4XhGzKeG,Tools,Edit the hyperlink URL to https://zilliverse.feishu.cn/wiki/PEYWwW3FoiZ08jkOCQDcZCCrnQe.
guides,JPNiwF6rPiNe0pkx460cr321nTc.json,"Release Notes (April 24, 2025)",JPNiwF6rPiNe0pkx460cr321nTc,release-notes-2150,https://zilliverse.feishu.cn/wiki/JPNiwF6rPiNe0pkx460cr321nTc,https://zilliverse.feishu.cn/wiki/JPNiwF6rPiNe0pkx460cr321nTc#XSLbd4VrNo6OjKx0uQIcTc9UnVd,XSLbd4VrNo6OjKx0uQIcTc9UnVd,$.blocks.items[17].text.elements[3].mention_doc,mention_doc,Zero Downtime Migration,XDoSwZodyigAEVkjkWfc9nsfnCg,https://zilliverse.feishu.cn/wiki/XDoSwZodyigAEVkjkWfc9nsfnCg,,1,86,Migration,zilliz-migration-prompts,U1dnw1bYyid9pTkjBhkcjOkenVc,https://zilliverse.feishu.cn/wiki/U1dnw1bYyid9pTkjBhkcjOkenVc,recvlW58JEaRR5,Tools,"Replace the mention_doc with a new Feishu document mention for ""Migration"" (https://zilliverse.feishu.cn/wiki/U1dnw1bYyid9pTkjBhkcjOkenVc)."
